Feature,CPF,Disting,Distinct,Feat_Length,BR_Label,WB_Label,Feat_Source,Toddler_Access,SD_Toddler_Access_Ratings,N_Toddler_Access_Ratings
has_rooms,4,ND,0.25,9,visual-form_and_surface,internal_component,MCSM,5.46,1.74,37
has_roots,2,D,0.5,9,visual-form_and_surface,internal_component,LLAMA,3.24,2.06,38
has_rough_skin,1,D,1,14,tactile,external_surface_property,MCSM,3.41,1.79,71
has_rungs,1,D,1,9,visual-form_and_surface,external_component,LLAMA,3.02,2.06,40
has_runs,2,D,0.5,8,visual-form_and_surface,external_surface_property,MCSM,1.95,1.56,39
has_sails,5,ND,0.2,9,visual-form_and_surface,external_component,MCSM,3.37,1.75,43
has_saliva,1,D,1,10,visual-form_and_surface,internal_component,LLAMA,3.34,1.71,38
has_salt,3,ND,0.333,8,taste,external_surface_property,LLAMA,3.97,2.05,36
has_sand,4,ND,0.25,8,visual-form_and_surface,internal_component,LLAMA,5.69,1.4,39
has_sand_castles,2,D,0.5,16,encyclopaedic,associated_entity,LLAMA,5.57,1.28,37
has_sandwiches,1,D,1,14,encyclopaedic,associated_entity,LLAMA,4.41,1.74,37
has_sauce,2,D,0.5,9,visual-form_and_surface,external_component,LLAMA,4.73,1.68,73
has_scales,13,ND,0.077,10,visual-form_and_surface,external_component,MCSM,3.21,1.95,38
has_scheduled_times,1,D,1,19,encyclopaedic,associated_abstract_entity,LLAMA,2.45,1.67,67
has_sea_shells,2,D,0.5,14,encyclopaedic,associated_entity,LLAMA,4.7,1.36,40
has_sea_shells,2,D,0.5,14,visual-form_and_surface,external_component,LLAMA,4.7,1.36,40
has_seams,1,D,1,9,visual-form_and_surface,external_component,MCSM,2.03,1.78,36
has_seats,4,ND,0.25,9,visual-form_and_surface,internal_component,MCSM,4.62,2.1,37
has_sections,3,ND,0.333,12,visual-form_and_surface,internal_component,MCSM,3.15,1.66,39
has_seeds,25,ND,0.04,9,visual-form_and_surface,internal_component,MCSM,4.51,1.79,39
has_sentimental_value,1,D,1,21,encyclopaedic,systemic_property,MCSM,2.51,1.89,37
has_shakers_inside,1,D,1,18,visual-form_and_surface,internal_component,MCSM,4.57,1.97,37
has_sharp_teeth,5,ND,0.2,15,visual-form_and_surface,internal_component,MCSM,4.94,2,36
has_sheets,1,D,1,10,encyclopaedic,associated_entity,MCSM,5.03,1.5,36
has_shelves,6,ND,0.167,11,visual-form_and_surface,internal_component,MCSM,4.22,1.74,36
has_shingles,1,D,1,12,visual-form_and_surface,external_component,LLAMA,2.55,2.01,40
has_short_sleeves,1,D,1,17,visual-form_and_surface,external_component,MCSM,3.89,1.77,36
has_sides,2,D,0.5,9,visual-form_and_surface,external_component,MCSM,4.22,1.71,36
has_signs,1,D,1,9,visual-form_and_surface,external_component,LLAMA,4.13,2.12,39
has_skin,33,ND,0.03,8,visual-form_and_surface,external_component,MCSM,3.94,1.89,35
has_sleeves,6,ND,0.167,11,visual-form_and_surface,external_component,MCSM,5.08,1.53,37
has_sliding_doors,1,D,1,17,visual-form_and_surface,external_component,MCSM,3.65,1.65,37
has_smooth_skin,1,D,1,15,tactile,external_surface_property,MCSM,3.17,1.76,36
has_snacks,1,D,1,10,encyclopaedic,associated_entity,LLAMA,4.36,2.09,36
has_soles,5,ND,0.2,9,visual-form_and_surface,external_component,MCSM,3.28,1.62,39
has_speakers,1,D,1,12,visual-form_and_surface,external_component,MCSM,3.92,1.57,38
has_spokes,1,D,1,10,visual-form_and_surface,external_component,MCSM,3.32,2.16,37
has_spots,3,ND,0.333,9,visual-form_and_surface,external_surface_property,MCSM,5.42,1.65,36
has_springs,1,D,1,11,visual-form_and_surface,internal_component,MCSM,2.3,1.54,37
has_sprinkles,1,D,1,13,visual-form_and_surface,external_component,LLAMA,5.46,1.5,35
has_stained_glass_windows,2,D,0.5,25,visual-form_and_surface,external_component,MCSM,2.19,1.53,42
has_stairs,1,D,1,10,visual-form_and_surface,internal_component,MCSM,4.49,1.88,35
has_stairways,1,D,1,13,visual-form_and_surface,internal_component,MCSM,3.98,1.9,41
has_stalks,3,ND,0.333,10,visual-form_and_surface,external_component,MCSM,3.03,1.65,38
has_stalls,1,D,1,10,visual-form_and_surface,internal_component,MCSM,3.13,1.56,39
has_starch,2,D,0.5,10,encyclopaedic,internal_component,MCSM,1.6,1.28,40
has_stars,2,D,0.5,9,visual-form_and_surface,external_component,LLAMA,5.1,1.55,39
has_states/provinces/etc,1,D,1,24,encyclopaedic,associated_abstract_entity,LLAMA,2.27,1.84,41
has_steps,3,ND,0.333,9,visual-form_and_surface,external_component,MCSM,5.13,1.82,38
has_sticks_for_arms,1,D,1,19,visual-form_and_surface,external_component,LLAMA,4.95,1.52,40
has_stirrups,1,D,1,12,visual-form_and_surface,external_component,MCSM,2.62,1.58,66
has_stitching,1,D,1,13,visual-form_and_surface,external_component,MCSM,2.9,1.77,41
has_stores,1,D,1,10,encyclopaedic,associated_entity,LLAMA,3.44,1.94,39
has_straight_edges,1,D,1,18,visual-form_and_surface,external_surface_property,MCSM,3.87,1.78,39
has_straps,4,ND,0.25,10,visual-form_and_surface,external_component,MCSM,3.35,1.72,40
has_strings,9,ND,0.111,11,visual-form_and_surface,external_component,MCSM,3.77,1.91,35
has_stripes,5,ND,0.2,11,visual-form_and_surface,external_surface_property,MCSM,5.22,1.61,36
has_students,1,D,1,12,encyclopaedic,associated_entity,LLAMA,3.82,1.77,38
has_suction,1,D,1,11,function,action,LLAMA,3.05,1.82,74
has_suction_cups,1,D,1,16,visual-form_and_surface,external_component,MCSM,3.14,1.84,36
has_syrup,1,D,1,9,visual-form_and_surface,external_component,LLAMA,5.49,1.45,74
has_talons,2,D,0.5,10,visual-form_and_surface,external_component,MCSM,2.85,1.76,34
has_taps,3,ND,0.333,8,encyclopaedic,associated_entity,MCSM,2.52,1.81,42
has_taste_buds,1,D,1,14,visual-form_and_surface,internal_component,LLAMA,3.39,2.03,38
has_teachers,1,D,1,12,encyclopaedic,associated_entity,LLAMA,5.24,1.81,38
has_teeth,17,ND,0.059,9,visual-form_and_surface,internal_component,MCSM,5.97,1.4,37
has_Teflon_coating,1,D,1,18,visual-form_and_surface,external_component,MCSM,1.67,1.24,39
has_tenants,1,D,1,11,encyclopaedic,associated_entity,MCSM,2.26,1.68,39
has_tentacles,2,D,0.5,13,visual-form_and_surface,external_component,MCSM,4.21,1.99,39
has_the_moon,1,D,1,12,visual-form_and_surface,external_component,LLAMA,5.46,1.63,35
has_the_sun,1,D,1,11,visual-form_and_surface,external_component,LLAMA,5.62,1.46,40
has_thighs,1,D,1,10,visual-form_and_surface,external_component,LLAMA,3.15,1.73,39
has_thin/spaghetti_straps,1,D,1,25,visual-form_and_surface,external_component,MCSM,2.02,1.64,41
has_threads,2,D,0.5,11,visual-form_and_surface,external_component,MCSM,2.54,1.72,41
has_tigers,1,D,1,10,encyclopaedic,associated_entity,LLAMA,4.96,1.73,73
has_tinted_windows,1,D,1,18,visual-form_and_surface,external_component,MCSM,2.18,1.59,38
has_tires,3,ND,0.333,9,visual-form_and_surface,external_component,LLAMA,5.68,1.73,38
has_toes,2,D,0.5,8,visual-form_and_surface,external_component,MCSM,5.24,1.76,38
has_toilet_paper,1,D,1,16,visual-form_and_surface,internal_component,LLAMA,5.78,1.33,36
has_tomato_sauce,1,D,1,16,visual-form_and_surface,external_component,LLAMA,4.18,1.95,78
has_tomatoes,2,D,0.5,12,visual-form_and_surface,external_component,LLAMA,3.89,1.87,72
has_tombs,1,D,1,9,visual-form_and_surface,internal_component,MCSM,2.24,1.62,41
has_toppings,1,D,1,12,visual-form_and_surface,external_component,LLAMA,4.58,1.75,38
has_towels,1,D,1,10,visual-form_and_surface,internal_component,LLAMA,5.22,1.4,36
has_toys,2,D,0.5,8,visual-form_and_surface,external_component,LLAMA,5.9,1.47,39
has_tracks,1,D,1,10,visual-form_and_surface,external_component,MCSM,2.68,1.65,37
has_trails,1,D,1,10,visual-form_and_surface,external_component,LLAMA,3.32,1.68,41
has_training_wheels,1,D,1,19,visual-form_and_surface,external_component,MCSM,4.47,1.73,36
has_trapeze_artists,1,D,1,19,encyclopaedic,associated_entity,LLAMA,3.09,1.92,78
has_trees,5,ND,0.2,9,visual-form_and_surface,external_component,LLAMA,5.37,1.74,41
has_tusks,3,ND,0.333,9,visual-form_and_surface,external_component,MCSM,4.55,1.75,38
has_units,1,D,1,9,visual-form_and_surface,external_surface_property,MCSM,1.92,1.36,36
has_units_-_cm,1,D,1,14,encyclopaedic,associated_abstract_entity,MCSM,2.06,1.68,35
has_units_-_inches,1,D,1,18,encyclopaedic,associated_abstract_entity,MCSM,2.69,1.7,70
has_utensils,1,D,1,12,visual-form_and_surface,internal_component,LLAMA,3.33,1.88,42
has_value,3,ND,0.333,9,encyclopaedic,systemic_property,MCSM,2.74,1.93,38
has_valves,1,D,1,10,visual-form_and_surface,external_component,MCSM,2.25,1.61,40
has_vegetables,3,ND,0.333,14,visual-form_and_surface,external_component,LLAMA,4.23,2.13,71
has_velcro,1,D,1,10,visual-form_and_surface,external_component,LLAMA,3.33,1.9,36
has_vitamin_A,1,D,1,13,encyclopaedic,internal_component,MCSM,2.21,1.78,73
has_vitamin_C,4,ND,0.25,13,encyclopaedic,internal_component,MCSM,2.08,1.62,37
has_walls,4,ND,0.25,9,visual-form_and_surface,internal_component,MCSM,4.85,1.79,39
has_warheads,1,D,1,12,visual-form_and_surface,internal_component,MCSM,2.12,1.71,41
has_warts,1,D,1,9,visual-form_and_surface,external_component,MCSM,3.64,1.71,39
has_water,5,ND,0.2,9,visual-form_and_surface,internal_component,MCSM,4.65,1.78,43
has_water_controls,1,D,1,18,visual-form_and_surface,external_component,MCSM,3.74,2.05,38
has_wax,1,D,1,7,visual-form_and_surface,internal_component,LLAMA,3.23,1.94,66
has_webbed_feet,6,ND,0.167,15,visual-form_and_surface,external_component,MCSM,3.97,1.65,36
has_wheels,32,ND,0.031,10,visual-form_and_surface,external_component,MCSM,5.59,1.64,70
has_whiskers,8,ND,0.125,12,visual-form_and_surface,external_component,MCSM,4.92,1.65,38
has_white_laces,1,D,1,15,visual-colour,external_surface_property,MCSM,3.24,1.46,37
has_wind,2,D,0.5,8,visual-form_and_surface,external_component,LLAMA,4.62,1.78,40
has_windows,12,ND,0.083,11,visual-form_and_surface,external_component,MCSM,5.82,1.33,38
has_wings,48,ND,0.021,9,visual-form_and_surface,external_component,MCSM,5.97,1,38
has_wires,2,D,0.5,9,visual-form_and_surface,external_component,MCSM,2.71,1.74,35
has_wool,3,ND,0.333,8,visual-form_and_surface,external_component,MCSM,3.95,1.68,38
has_words_in_it,3,ND,0.333,15,visual-form_and_surface,internal_surface_property,MCSM,4.51,1.62,39
has_words_on_it,2,D,0.5,15,visual-form_and_surface,external_surface_property,MCSM,3.46,1.76,70
has_yolk_inside,1,D,1,15,visual-form_and_surface,internal_component,LLAMA,4.05,1.78,37
has_zippers,4,ND,0.25,11,visual-form_and_surface,external_component,MCSM,4.86,1.68,36
has_zoom,1,D,1,8,visual-form_and_surface,internal_component,LLAMA,1.97,1.33,38
herded_by_shepherds,1,D,1,19,function,participant,MCSM,3.11,1.56,36
humans_have_10,2,D,0.5,14,visual-form_and_surface,quantity,LLAMA,4.56,1.96,36
humans_have_2,4,ND,0.25,13,visual-form_and_surface,quantity,LLAMA,5.08,1.91,37
humans_have_5_per_limb,1,D,1,22,visual-form_and_surface,quantity,LLAMA,4.15,2.13,39
hunted_by_Eskimos,1,D,1,17,function,participant,MCSM,2.21,1.59,39
hunted_by_people,27,ND,0.037,16,function,participant,MCSM,2.78,1.73,36
inbeh_-_aches,6,ND,0.167,13,encyclopaedic,entity_behavior,LLAMA,4.46,2.08,71
inbeh_-_affects_tides,1,D,1,21,encyclopaedic,entity_behavior,LLAMA,2.08,1.95,38
inbeh_-_bleeds,1,D,1,14,encyclopaedic,entity_behavior,LLAMA,5,1.97,37
inbeh_-_blown,1,D,1,13,visual-motion,entity_behavior,LLAMA,2.27,1.81,33
inbeh_-_blows,1,D,1,13,visual-motion,entity_behavior,LLAMA,4.67,1.9,39
inbeh_-_blushes,1,D,1,15,visual-motion,entity_behavior,LLAMA,2.78,1.91,36
inbeh_-_bounces,1,D,1,15,visual-motion,entity_behavior,LLAMA,6.13,1.28,38
inbeh_-_breaks,2,D,0.5,14,encyclopaedic,entity_behavior,MCSM,4.09,2.01,69
inbeh_-_broadcasts_shows/programs,1,D,1,33,encyclopaedic,entity_behavior,LLAMA,4.25,2.06,36
inbeh_-_burns,1,D,1,13,visual-motion,entity_behavior,MCSM,5.22,1.35,40
inbeh_-_bursts,2,D,0.5,14,sound,entity_behavior,MCSM,4.97,1.36,35
inbeh_-_captures,1,D,1,16,encyclopaedic,entity_behavior,LLAMA,2.81,1.87,37
inbeh_-_clicks,1,D,1,14,sound,entity_behavior,MCSM,4.51,1.96,35
inbeh_-_clogs,2,D,0.5,13,encyclopaedic,entity_behavior,MCSM,2.37,1.55,38
inbeh_-_closes,1,D,1,14,encyclopaedic,entity_behavior,LLAMA,4.41,1.83,37
inbeh_-_covers_hair,1,D,1,19,encyclopaedic,entity_behavior,LLAMA,4.95,1.83,40
inbeh_-_crashes,1,D,1,15,visual-motion,entity_behavior,MCSM,3.38,1.8,37
inbeh_-_cycles,1,D,1,14,visual-motion,entity_behavior,LLAMA,2.11,1.75,71
inbeh_-_decays,1,D,1,14,encyclopaedic,entity_behavior,LLAMA,2.49,1.88,37
inbeh_-_digests_food,1,D,1,20,function,entity_behavior,LLAMA,3.17,2.18,36
inbeh_-_dries,1,D,1,13,function,entity_behavior,LLAMA,3.21,1.66,43
inbeh_-_dries_clothing,1,D,1,22,function,entity_behavior,LLAMA,3.86,1.77,42
inbeh_-_dries_hair,1,D,1,18,function,entity_behavior,LLAMA,4.56,1.4,34
inbeh_-_dries_quickly,1,D,1,21,encyclopaedic,entity_behavior,MCSM,3.08,1.69,40
inbeh_-_ejaculates_semen,1,D,1,24,visual-motion,entity_behavior,LLAMA,1.42,1.22,38
inbeh_-_ejaculates_sperm,1,D,1,24,visual-motion,entity_behavior,LLAMA,1.84,1.69,38
inbeh_-_expands,1,D,1,15,visual-motion,entity_behavior,MCSM,2.13,1.61,39
inbeh_-_explodes,3,ND,0.333,16,sound,entity_behavior,MCSM,3.36,1.66,39
inbeh_-_expresses_emotion,1,D,1,25,visual-motion,entity_behavior,LLAMA,4.11,1.98,38
inbeh_-_fades,1,D,1,13,visual-colour,entity_behavior,MCSM,1.9,1.56,71
inbeh_-_falls,2,D,0.5,13,visual-motion,entity_behavior,LLAMA,5.2,1.47,40
inbeh_-_falls_out,1,D,1,17,encyclopaedic,entity_behavior,LLAMA,5.09,1.63,33
inbeh_-_fires,5,ND,0.2,13,sound,entity_behavior,MCSM,4,1.72,39
inbeh_-_fires_bullets,4,ND,0.25,21,visual-motion,entity_behavior,MCSM,3.47,2.05,38
inbeh_-_fires_cannon_balls,1,D,1,26,visual-motion,entity_behavior,MCSM,3.74,1.94,38
inbeh_-_flies,3,ND,0.333,13,visual-motion,entity_behavior,MCSM,5.45,1.81,40
inbeh_-_flies_in_the_wind,1,D,1,25,visual-motion,entity_behavior,MCSM,5.01,1.87,71
inbeh_-_floats,9,ND,0.111,14,visual-motion,entity_behavior,MCSM,4.46,1.82,39
inbeh_-_flows_in_the_wind,2,D,0.5,25,visual-motion,entity_behavior,MCSM,2.97,1.67,35
inbeh_-_freshens_breath,1,D,1,23,encyclopaedic,entity_behavior,LLAMA,3.06,1.77,36
inbeh_-_gets_caught,4,ND,0.25,19,encyclopaedic,entity_behavior,MCSM,3.66,1.57,35
inbeh_-_gets_hot,5,ND,0.2,16,encyclopaedic,entity_behavior,MCSM,5.64,1.65,39
inbeh_-_gets_stuffy,1,D,1,19,encyclopaedic,entity_behavior,LLAMA,3.61,1.84,38
inbeh_-_gets_wet,2,D,0.5,16,encyclopaedic,entity_behavior,MCSM,2.81,2.08,36
inbeh_-_gives_bad_luck_if_breaks,1,D,1,32,encyclopaedic,entity_behavior,MCSM,3.37,2.05,41
inbeh_-_goes_down,5,ND,0.2,17,visual-motion,entity_behavior,MCSM,4.95,1.85,39
inbeh_-_goes_up,4,ND,0.25,15,visual-motion,entity_behavior,MCSM,5.4,1.58,35
inbeh_-_hardens,1,D,1,15,visual-form_and_surface,entity_behavior,LLAMA,3.46,1.38,35
inbeh_-_hatches,1,D,1,15,encyclopaedic,entity_behavior,LLAMA,3.69,1.95,36
inbeh_-_heals,1,D,1,13,function,entity_behavior,LLAMA,3.97,1.84,39
inbeh_-_helps_treat_illness,1,D,1,27,function,entity_behavior,LLAMA,4.28,2.02,75
inbeh_-_helps_with_balance,1,D,1,26,encyclopaedic,entity_behavior,LLAMA,2.37,1.55,35
inbeh_-_helps_with_vision,1,D,1,25,encyclopaedic,entity_behavior,LLAMA,4.14,1.68,36
inbeh_-_holds_water,4,ND,0.25,19,encyclopaedic,entity_behavior,MCSM,5.12,1.64,40
inbeh_-_hovers,1,D,1,14,visual-motion,entity_behavior,MCSM,2.79,1.66,39
inbeh_-_hydrates,1,D,1,16,function,entity_behavior,LLAMA,3.27,2,40
inbeh_-_illuminates,1,D,1,19,function,entity_behavior,LLAMA,3.5,2.06,38
inbeh_-_is_given,1,D,1,16,encyclopaedic,entity_behavior,LLAMA,4.79,1.96,38
inbeh_-_is_put_together,1,D,1,23,function,entity_behavior,LLAMA,4.45,1.93,38
inbeh_-_jiggles,1,D,1,15,visual-motion,entity_behavior,LLAMA,5.22,1.58,37
inbeh_-_jingle,1,D,1,14,sound,entity_behavior,LLAMA,4.81,1.76,37
inbeh_-_keeps_food_cold,1,D,1,23,function,entity_behavior,LLAMA,4.74,1.97,34
inbeh_-_kicks,1,D,1,13,visual-motion,entity_behavior,LLAMA,5.59,1.48,34
inbeh_-_leaks,3,ND,0.333,13,encyclopaedic,entity_behavior,MCSM,3.36,2.02,39
inbeh_-_makes_a_picture,1,D,1,23,visual-form_and_surface,entity_behavior,LLAMA,4.66,1.63,38
inbeh_-_makes_high_pitched_noise,1,D,1,32,sound,entity_behavior,MCSM,4.59,2.01,39
inbeh_-_makes_people_feel_better,1,D,1,32,function,entity_behavior,LLAMA,4.71,1.94,38
inbeh_-_melts,5,ND,0.2,13,visual-motion,entity_behavior,MCSM,5.35,1.42,37
inbeh_-_moves,2,D,0.5,13,visual-motion,entity_behavior,MCSM,4.5,2.14,40
inbeh_-_moves_back_and_forth,1,D,1,28,visual-motion,entity_behavior,LLAMA,5.07,1.92,41
inbeh_-_orbits_a_planet,1,D,1,23,encyclopaedic,entity_behavior,LLAMA,2.69,2.05,74
inbeh_-_orbits_Earth,1,D,1,20,encyclopaedic,entity_behavior,LLAMA,2.78,1.46,36
inbeh_-_pays,1,D,1,12,encyclopaedic,entity_behavior,LLAMA,2.67,1.84,36
inbeh_-_plays_music,1,D,1,19,sound,entity_behavior,LLAMA,4.89,1.83,35
inbeh_-_pops,1,D,1,12,sound,entity_behavior,LLAMA,4.9,1.78,40
inbeh_-_pops_up,1,D,1,15,visual-motion,entity_behavior,MCSM,4.92,1.83,36
inbeh_-_prevents_falling,1,D,1,24,function,entity_behavior,LLAMA,3.89,1.84,37
inbeh_-_pricks_fingers,1,D,1,22,encyclopaedic,entity_behavior,MCSM,3.74,2.16,35
inbeh_-_produces_a_loud_noise_when_fired,1,D,1,40,sound,action,MCSM,3.43,1.91,37
inbeh_-_produces_a_loud_noise_when_popped,1,D,1,41,sound,action,MCSM,5.23,1.57,74
inbeh_-_produces_bass_notes,1,D,1,27,sound,entity_behavior,MCSM,2.3,1.64,70
inbeh_-_produces_beats,1,D,1,22,sound,entity_behavior,MCSM,3.22,2.06,36
inbeh_-_produces_bubbles,1,D,1,24,encyclopaedic,entity_behavior,LLAMA,5.28,1.55,78
inbeh_-_produces_chords,1,D,1,23,sound,entity_behavior,MCSM,2.54,1.63,35
inbeh_-_produces_crops,1,D,1,22,function,entity_behavior,LLAMA,2.97,1.66,37
inbeh_-_produces_deep_sounds,1,D,1,28,sound,entity_behavior,MCSM,2.62,1.51,40
inbeh_-_produces_different_sounds,1,D,1,33,sound,entity_behavior,MCSM,4.59,1.64,34
inbeh_-_produces_flowers,2,D,0.5,24,function,entity_behavior,LLAMA,4.5,1.93,38
inbeh_-_produces_food,2,D,0.5,21,function,entity_behavior,LLAMA,4.13,1.88,38
inbeh_-_produces_heat,6,ND,0.167,21,encyclopaedic,entity_behavior,MCSM,4.15,2.06,40
inbeh_-_produces_honey,2,D,0.5,22,encyclopaedic,entity_behavior,MCSM,3.92,1.92,37
inbeh_-_produces_light,3,ND,0.333,22,encyclopaedic,entity_behavior,MCSM,5,1.8,38
inbeh_-_produces_loud_noise,2,D,0.5,27,sound,entity_behavior,MCSM,4.12,2.03,41
inbeh_-_produces_music,13,ND,0.077,22,sound,entity_behavior,MCSM,4.53,2.16,36
inbeh_-_produces_noise,7,ND,0.143,22,sound,entity_behavior,MCSM,5.45,1.93,40
inbeh_-_produces_noise_with_a_siren,1,D,1,35,sound,entity_behavior,LLAMA,5.43,1.82,37
inbeh_-_produces_notes,2,D,0.5,22,sound,entity_behavior,MCSM,3.54,2.32,39
inbeh_-_produces_plants,1,D,1,23,function,entity_behavior,LLAMA,3.92,2.03,40
inbeh_-_produces_radiation,1,D,1,26,encyclopaedic,entity_behavior,MCSM,1.92,1.66,71
inbeh_-_produces_rain,1,D,1,21,function,entity_behavior,LLAMA,4.39,1.48,38
inbeh_-_produces_smoke,3,ND,0.333,22,encyclopaedic,entity_behavior,MCSM,3.92,1.99,37
inbeh_-_produces_sound,4,ND,0.25,22,sound,entity_behavior,MCSM,5.33,2.03,36
inbeh_-_produces_static,1,D,1,23,sound,entity_behavior,MCSM,2.36,1.72,39
inbeh_-_produces_steam,1,D,1,22,encyclopaedic,entity_behavior,MCSM,3.09,1.34,35
inbeh_-_produces_suds,1,D,1,21,encyclopaedic,entity_behavior,LLAMA,4.29,2.13,38
inbeh_-_produces_vegetables,2,D,0.5,27,function,entity_behavior,LLAMA,4.51,1.59,73
inbeh_-_quenches_thirst,2,D,0.5,23,encyclopaedic,entity_behavior,LLAMA,4.79,2.03,66
inbeh_-_reflects_sunlight,1,D,1,25,encyclopaedic,entity_behavior,LLAMA,2.06,1.62,36
inbeh_-_rings,1,D,1,13,sound,entity_behavior,MCSM,5.18,1.81,38
inbeh_-_rolls,3,ND,0.333,13,visual-motion,entity_behavior,MCSM,5.25,1.61,40
inbeh_-_runs_(nose),1,D,1,19,encyclopaedic,entity_behavior,LLAMA,5.36,1.63,77
inbeh_-_runs_easily,2,D,0.5,19,encyclopaedic,entity_behavior,MCSM,2.45,1.87,40
inbeh_-_shatters,1,D,1,16,encyclopaedic,entity_behavior,LLAMA,2.88,1.87,40
inbeh_-_shines,1,D,1,14,encyclopaedic,entity_behavior,LLAMA,4.51,1.91,37
inbeh_-_sinks,1,D,1,13,encyclopaedic,entity_behavior,MCSM,3.15,1.89,40
inbeh_-_spins,2,D,0.5,13,visual-motion,entity_behavior,LLAMA,4.66,1.89,67
inbeh_-_sprays_water,2,D,0.5,20,encyclopaedic,entity_behavior,MCSM,4.95,1.65,42
inbeh_-_stick_out,1,D,1,17,visual-motion,entity_behavior,LLAMA,5.26,1.9,38
inbeh_-_surrounds_yards,1,D,1,23,encyclopaedic,location,MCSM,4.41,1.92,74
inbeh_-_tells_stories,3,ND,0.333,21,encyclopaedic,entity_behavior,MCSM,5.03,1.42,37
inbeh_-_ticks,1,D,1,13,sound,entity_behavior,MCSM,4.34,1.86,38
inbeh_-_tips,1,D,1,12,visual-motion,entity_behavior,MCSM,2.42,1.75,38
inbeh_-_travels,1,D,1,15,encyclopaedic,entity_behavior,LLAMA,3.11,1.79,36
inbeh_-_turns,2,D,0.5,13,visual-motion,entity_behavior,MCSM,4.83,1.66,36
inbeh_-_twinkles,1,D,1,16,encyclopaedic,entity_behavior,LLAMA,4.76,1.91,38
inbeh_-_water_flows_through_it,1,D,1,30,encyclopaedic,entity_behavior,MCSM,3.9,1.95,40
inbeh_-_water_passes_through,1,D,1,28,encyclopaedic,entity_behavior,MCSM,3.71,1.84,38
inbeh_-_waters,1,D,1,14,encyclopaedic,entity_behavior,LLAMA,4.65,1.83,37
inbeh_-_whistles,1,D,1,16,sound,entity_behavior,MCSM,4.37,1.58,41
inbeh_-_wiggles,1,D,1,15,encyclopaedic,entity_behavior,LLAMA,5.32,1.73,37
inbeh_-_wobbles,1,D,1,15,visual-motion,entity_behavior,MCSM,3.53,1.96,34
is_1_foot_long,1,D,1,14,visual-form_and_surface,external_surface_property,MCSM,2.28,1.52,39
is_100th_of_dollar,1,D,1,18,visual-form_and_surface,external_surface_property,LLAMA,2.28,1.86,36
is_a_birth_canal,1,D,1,16,function,function,LLAMA,1.86,1.56,74
is_a_hole,1,D,1,9,visual-form_and_surface,external_surface_property,LLAMA,4.74,1.93,38
is_above,1,D,1,8,encyclopaedic,location,LLAMA,5.22,1.8,37
is_active,1,D,1,9,encyclopaedic,evaluation,LLAMA,3.76,1.87,38
is_addictive,1,D,1,12,encyclopaedic,systemic_property,MCSM,1.88,1.54,40
is_adjustable,3,ND,0.333,13,function,action,MCSM,1.97,1.19,34
is_adorned_with_feathers,1,D,1,24,visual-form_and_surface,external_component,MCSM,2.78,1.92,37
is_ancient,1,D,1,10,encyclopaedic,time,MCSM,2.26,1.72,38
is_annoying,5,ND,0.2,11,encyclopaedic,affect_emotion,MCSM,3.63,1.88,38
is_athletic,1,D,1,11,encyclopaedic,evaluation,LLAMA,2.97,1.88,38
is_attached_by_string,1,D,1,21,encyclopaedic,associated_entity,MCSM,3.21,1.89,76
is_attached_to_ankle,1,D,1,20,visual-form_and_surface,associated_entity,LLAMA,3.83,1.89,36
is_attached_to_arm,2,D,0.5,18,visual-form_and_surface,associated_entity,LLAMA,5.49,1.65,35
is_attached_to_chains,1,D,1,21,encyclopaedic,associated_entity,MCSM,2.63,1.5,38
is_attached_to_foot,3,ND,0.333,19,visual-form_and_surface,associated_entity,LLAMA,5.64,1.44,39
is_attached_to_hand,1,D,1,19,visual-form_and_surface,associated_entity,LLAMA,5.47,1.86,38
is_attached_to_leg,3,ND,0.333,18,visual-form_and_surface,associated_entity,LLAMA,5.26,1.86,38
is_attached_to_neck,1,D,1,19,visual-form_and_surface,associated_entity,LLAMA,5.79,1.47,38
is_attached_to_poles,1,D,1,20,visual-form_and_surface,associated_entity,LLAMA,3.26,1.8,39
is_attached_to_rings,1,D,1,20,visual-form_and_surface,associated_entity,LLAMA,3.79,1.83,38
is_attached_to_ropes,1,D,1,20,encyclopaedic,associated_entity,MCSM,2.83,1.53,40
is_attached_to_shoulder,1,D,1,23,visual-form_and_surface,associated_entity,LLAMA,4.26,1.68,43
is_attached_to_umbilical_cord,1,D,1,29,visual-form_and_surface,associated_entity,LLAMA,2.71,2.08,41
is_bald,2,D,0.5,7,visual-form_and_surface,external_surface_property,MCSM,3.2,1.67,40
is_bar_shaped,1,D,1,13,visual-form_and_surface,external_surface_property,LLAMA,2.92,1.65,38
is_beautiful,9,ND,0.111,12,encyclopaedic,evaluation,MCSM,4.85,1.82,41
is_beige,1,D,1,8,visual-colour,external_surface_property,MCSM,3.6,2,35
is_below_the_mouth,1,D,1,18,visual-form_and_surface,location,LLAMA,5.08,1.55,37
is_bitten,1,D,1,9,encyclopaedic,action,LLAMA,4.05,1.73,37
is_black,55,ND,0.018,8,visual-colour,external_surface_property,MCSM,5.56,1.59,39
is_blind,1,D,1,8,encyclopaedic,systemic_property,MCSM,3.15,1.97,40
is_blonde,1,D,1,9,visual-colour,external_surface_property,LLAMA,4.05,1.93,37
is_blue,10,ND,0.1,7,visual-colour,external_surface_property,MCSM,5.41,1.68,39
